Product ID,Active (0/1),Name *,"Categories (x,y,z...)",Price tax excluded,Manufacturer,Wholesale price,Quantity,Minimal quantity,Low stock level,Receive a low stock alert by email
,1,Finca Resalso 2022,Red Wine,69,Emilio Moro,"56,1",1000,1,0,0
